field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
PREC	DBF_SHORT			GUI_DISPLAY	"Display Precision"			1				
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PSVL	DBF_STRING				"Previous string result"	SPC_NOMOD				40		
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
PVAL	DBF_DOUBLE				"Previous Value"							
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPCL	DBF_NOACCESS				"Postfix Calc"	SPC_NOMOD		4			"unsigned char rpcl[282]"	
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RPVT	DBF_NOACCESS				"Record Private"	SPC_NOMOD		4		4	"void *rpvt"	
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
STRS	DBF_NOACCESS				"Array of string pointers"			4		4	"char **strs"	
SVAL	DBF_STRING	ASL0			"String result"					40		
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_DOUBLE	ASL0			"Result"							
VERS	DBF_DOUBLE		"1"		"Code Version"	SPC_NOMOD						
WAIT	DBF_MENU				"Wait for completion?"			1				scalcoutWAIT
