field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PPV	DBF_STRING			GUI_COMMON	"PositionerPVName"			1		40		
PRE	DBF_SHORT			GUI_DISPLAY	"PRE-write command"		TRUE	1				
PREC	DBF_SHORT			GUI_DISPLAY	"Display Precision"			1				
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RPV	DBF_STRING			GUI_COMMON	"ReadbackPVName"			1		40		
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SC	DBF_SHORT			GUI_DISPLAY	"StartCmd"			1				
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SM	DBF_MENU			GUI_COMMON	"StepMode"			1				sscanP1SM
SP	DBF_DOUBLE			GUI_DISPLAY	"StartPos"		TRUE	1				
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
STEP	DBF_DOUBLE				"StepSize"	SPC_NOMOD		1				
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TPV	DBF_STRING			GUI_COMMON	"TrigPVName"			1		40		
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_DOUBLE				"Result"							
VERS	DBF_FLOAT		"1"		"Code Version"	SPC_NOMOD						
