field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
NOA	DBF_ULONG		"1"	GUI_WAVE	"No. in A"	SPC_NOMOD		1				
NOB	DBF_ULONG		"1"	GUI_WAVE	"No. in B"	SPC_NOMOD		1				
NOC	DBF_ULONG		"1"	GUI_WAVE	"No. in C"	SPC_NOMOD		1				
NOD	DBF_ULONG		"1"	GUI_WAVE	"No. in D"	SPC_NOMOD		1				
NOE	DBF_ULONG		"1"	GUI_WAVE	"No. in E"	SPC_NOMOD		1				
NOF	DBF_ULONG		"1"	GUI_WAVE	"No. in F"	SPC_NOMOD		1				
NOG	DBF_ULONG		"1"	GUI_WAVE	"No. in G"	SPC_NOMOD		1				
NOH	DBF_ULONG		"1"	GUI_WAVE	"No. in H"	SPC_NOMOD		1				
NOI	DBF_ULONG		"1"	GUI_WAVE	"No. in I"	SPC_NOMOD		1				
NOJ	DBF_ULONG		"1"	GUI_WAVE	"No. in J"	SPC_NOMOD		1				
NOK	DBF_ULONG		"1"	GUI_WAVE	"No. in K"	SPC_NOMOD		1				
NOL	DBF_ULONG		"1"	GUI_WAVE	"No. in L"	SPC_NOMOD		1				
NOM	DBF_ULONG		"1"	GUI_WAVE	"No. in M"	SPC_NOMOD		1				
NON	DBF_ULONG		"1"	GUI_WAVE	"No. in N"	SPC_NOMOD		1				
NOO	DBF_ULONG		"1"	GUI_WAVE	"No. in O"	SPC_NOMOD		1				
NOP	DBF_ULONG		"1"	GUI_WAVE	"No. in P"	SPC_NOMOD		1				
NOQ	DBF_ULONG		"1"	GUI_WAVE	"No. in Q"	SPC_NOMOD		1				
NOR	DBF_ULONG		"1"	GUI_WAVE	"No. in R"	SPC_NOMOD		1				
NOS	DBF_ULONG		"1"	GUI_WAVE	"No. in S"	SPC_NOMOD		1				
NOT	DBF_ULONG		"1"	GUI_WAVE	"No. in T"	SPC_NOMOD		1				
NOU	DBF_ULONG		"1"	GUI_WAVE	"No. in U"	SPC_NOMOD		1				
NOVA	DBF_ULONG		"1"	GUI_WAVE	"No. in VALA"	SPC_NOMOD		1				
NOVB	DBF_ULONG		"1"	GUI_WAVE	"No. in VALB"	SPC_NOMOD		1				
NOVC	DBF_ULONG		"1"	GUI_WAVE	"No. in VALC"	SPC_NOMOD		1				
NOVD	DBF_ULONG		"1"	GUI_WAVE	"No. in VALD"	SPC_NOMOD		1				
NOVE	DBF_ULONG		"1"	GUI_WAVE	"No. in VALE"	SPC_NOMOD		1				
NOVF	DBF_ULONG		"1"	GUI_WAVE	"No. in VALF"	SPC_NOMOD		1				
NOVG	DBF_ULONG		"1"	GUI_WAVE	"No. in VALG"	SPC_NOMOD		1				
NOVH	DBF_ULONG		"1"	GUI_WAVE	"No. in VAlH"	SPC_NOMOD		1				
NOVI	DBF_ULONG		"1"	GUI_WAVE	"No. in VALI"	SPC_NOMOD		1				
NOVJ	DBF_ULONG		"1"	GUI_WAVE	"No. in VALJ"	SPC_NOMOD		1				
NOVK	DBF_ULONG		"1"	GUI_WAVE	"No. in VALK"	SPC_NOMOD		1				
NOVL	DBF_ULONG		"1"	GUI_WAVE	"No. in VALL"	SPC_NOMOD		1				
NOVM	DBF_ULONG		"1"	GUI_WAVE	"No. in VALM"	SPC_NOMOD		1				
NOVN	DBF_ULONG		"1"	GUI_WAVE	"No. in VALN"	SPC_NOMOD		1				
NOVO	DBF_ULONG		"1"	GUI_WAVE	"No. in VALO"	SPC_NOMOD		1				
NOVP	DBF_ULONG		"1"	GUI_WAVE	"No. in VALP"	SPC_NOMOD		1				
NOVQ	DBF_ULONG		"1"	GUI_WAVE	"No. in VALQ"	SPC_NOMOD		1				
NOVR	DBF_ULONG		"1"	GUI_WAVE	"No. in VALR"	SPC_NOMOD		1				
NOVS	DBF_ULONG		"1"	GUI_WAVE	"No. in VALS"	SPC_NOMOD		1				
NOVT	DBF_ULONG		"1"	GUI_WAVE	"No. in VALT"	SPC_NOMOD		1				
NOVU	DBF_ULONG		"1"	GUI_WAVE	"No. in VALU"	SPC_NOMOD		1				
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
O	DBF_NOACCESS	ASL0			"Value of Input O"	SPC_DBADDR		1			"void *o"	
ONAM	DBF_STRING			GUI_SUB	"Old Subroutine Name"	SPC_NOMOD		1		40		
OSAD	DBF_LONG				"Old Subr. Address"	SPC_NOMOD		1				
OUTA	DBF_OUTLINK			GUI_OUTPUT	"Output Link A"	SPC_NOMOD		1				
OUTB	DBF_OUTLINK			GUI_OUTPUT	"Output Link B"	SPC_NOMOD		1				
OUTC	DBF_OUTLINK			GUI_OUTPUT	"Output Link C"	SPC_NOMOD		1				
OUTD	DBF_OUTLINK			GUI_OUTPUT	"Output Link D"	SPC_NOMOD		1				
OUTE	DBF_OUTLINK			GUI_OUTPUT	"Output Link E"	SPC_NOMOD		1				
OUTF	DBF_OUTLINK			GUI_OUTPUT	"Output Link F"	SPC_NOMOD		1				
OUTG	DBF_OUTLINK			GUI_OUTPUT	"Output Link G"	SPC_NOMOD		1				
OUTH	DBF_OUTLINK			GUI_OUTPUT	"Output Link H"	SPC_NOMOD		1				
OUTI	DBF_OUTLINK			GUI_OUTPUT	"Output Link I"	SPC_NOMOD		1				
OUTJ	DBF_OUTLINK			GUI_OUTPUT	"Output Link J"	SPC_NOMOD		1				
OUTK	DBF_OUTLINK			GUI_OUTPUT	"Output Link K"	SPC_NOMOD		1				
OUTL	DBF_OUTLINK			GUI_OUTPUT	"Output Link L"	SPC_NOMOD		1				
OUTM	DBF_OUTLINK			GUI_OUTPUT	"Output Link M"	SPC_NOMOD		1				
OUTN	DBF_OUTLINK			GUI_OUTPUT	"Output Link N"	SPC_NOMOD		1				
OUTO	DBF_OUTLINK			GUI_OUTPUT	"Output Link O"	SPC_NOMOD		1				
OUTP	DBF_OUTLINK			GUI_OUTPUT	"Output Link P"	SPC_NOMOD		1				
OUTQ	DBF_OUTLINK			GUI_OUTPUT	"Output Link Q"	SPC_NOMOD		1				
OUTR	DBF_OUTLINK			GUI_OUTPUT	"Output Link R"	SPC_NOMOD		1				
OUTS	DBF_OUTLINK			GUI_OUTPUT	"Output Link S"	SPC_NOMOD		1				
OUTT	DBF_OUTLINK			GUI_OUTPUT	"Output Link T"	SPC_NOMOD		1				
OUTU	DBF_OUTLINK			GUI_OUTPUT	"Output Link U"	SPC_NOMOD		1				
OVAL	DBF_LONG				"Old return value"	SPC_NOMOD		1				
OVLA	DBF_NOACCESS	ASL0			"Old Output A"	SPC_NOMOD		1			"void *ovla"	
OVLB	DBF_NOACCESS	ASL0			"Old Output B"	SPC_NOMOD		1			"void *ovlb"	
OVLC	DBF_NOACCESS	ASL0			"Old Output C"	SPC_NOMOD		1			"void *ovlc"	
OVLD	DBF_NOACCESS	ASL0			"Old Output D"	SPC_NOMOD		1			"void *ovld"	
OVLE	DBF_NOACCESS	ASL0			"Old Output E"	SPC_NOMOD		1			"void *ovle"	
OVLF	DBF_NOACCESS	ASL0			"Old Output F"	SPC_NOMOD		1			"void *ovlf"	
OVLG	DBF_NOACCESS	ASL0			"Old Output G"	SPC_NOMOD		1			"void *ovlg"	
OVLH	DBF_NOACCESS	ASL0			"Old Output H"	SPC_NOMOD		1			"void *ovlh"	
OVLI	DBF_NOACCESS	ASL0			"Old Output I"	SPC_NOMOD		1			"void *ovli"	
OVLJ	DBF_NOACCESS	ASL0			"Old Output J"	SPC_NOMOD		1			"void *ovlj"	
OVLK	DBF_NOACCESS	ASL0			"Old Output K"	SPC_NOMOD		1			"void *ovlk"	
OVLL	DBF_NOACCESS	ASL0			"Old Output L"	SPC_NOMOD		1			"void *ovll"	
OVLM	DBF_NOACCESS	ASL0			"Old Output M"	SPC_NOMOD		1			"void *ovlm"	
OVLN	DBF_NOACCESS	ASL0			"Old Output N"	SPC_NOMOD		1			"void *ovln"	
OVLO	DBF_NOACCESS	ASL0			"Old Output O"	SPC_NOMOD		1			"void *ovlo"	
OVLP	DBF_NOACCESS	ASL0			"Old Output P"	SPC_NOMOD		1			"void *ovlp"	
OVLQ	DBF_NOACCESS	ASL0			"Old Output Q"	SPC_NOMOD		1			"void *ovlq"	
OVLR	DBF_NOACCESS	ASL0			"Old Output R"	SPC_NOMOD		1			"void *ovlr"	
OVLS	DBF_NOACCESS	ASL0			"Old Output S"	SPC_NOMOD		1			"void *ovls"	
OVLT	DBF_NOACCESS	ASL0			"Old Output T"	SPC_NOMOD		1			"void *ovlt"	
OVLU	DBF_NOACCESS	ASL0			"Old Output U"	SPC_NOMOD		1			"void *ovlu"	
P	DBF_NOACCESS	ASL0			"Value of Input P"	SPC_DBADDR		1			"void *p"	
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC	DBF_SHORT			GUI_DISPLAY	"Display Precision"			1				
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
Q	DBF_NOACCESS	ASL0			"Value of Input Q"	SPC_DBADDR		1			"void *q"	
R	DBF_NOACCESS	ASL0			"Value of Input R"	SPC_DBADDR		1			"void *r"	
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
S	DBF_NOACCESS	ASL0			"Value of Input S"	SPC_DBADDR		1			"void *s"	
SADR	DBF_LONG				"Subroutine Address"	SPC_NOMOD		1				
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SNAM	DBF_STRING			GUI_SUB	"Process Subr. Name"	100		1		40		
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SUBL	DBF_INLINK			GUI_INPUTS	"Subroutine Input Link"	SPC_NOMOD		1				
T	DBF_NOACCESS	ASL0			"Value of Input T"	SPC_DBADDR		1			"void *t"	
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TOVA	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALA"	SPC_NOMOD		1				
TOVB	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALB"	SPC_NOMOD		1				
TOVC	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALC"	SPC_NOMOD		1				
TOVD	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALD"	SPC_NOMOD		1				
TOVE	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALE"	SPC_NOMOD		1				
TOVF	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALF"	SPC_NOMOD		1				
TOVG	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALG"	SPC_NOMOD		1				
TOVH	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VAlH"	SPC_NOMOD		1				
TOVI	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALI"	SPC_NOMOD		1				
TOVJ	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALJ"	SPC_NOMOD		1				
TOVK	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALK"	SPC_NOMOD		1				
TOVL	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALL"	SPC_NOMOD		1				
TOVM	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALM"	SPC_NOMOD		1				
TOVN	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALN"	SPC_NOMOD		1				
TOVO	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALO"	SPC_NOMOD		1				
TOVP	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALP"	SPC_NOMOD		1				
TOVQ	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALQ"	SPC_NOMOD		1				
TOVR	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALR"	SPC_NOMOD		1				
TOVS	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALS"	SPC_NOMOD		1				
TOVT	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALT"	SPC_NOMOD		1				
TOVU	DBF_ULONG		"1"	GUI_WAVE	"Total bytes for VALU"	SPC_NOMOD		1				
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
U	DBF_NOACCESS	ASL0			"Value of Input U"	SPC_DBADDR		1			"void *u"	
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
UFA	DBF_STRING			GUI_SUB	"Input Structure A"	SPC_NOMOD		1		40		
UFB	DBF_STRING			GUI_SUB	"Input Structure B"	SPC_NOMOD		1		40		
UFC	DBF_STRING			GUI_SUB	"Input Structure C"	SPC_NOMOD		1		40		
UFD	DBF_STRING			GUI_SUB	"Input Structure D"	SPC_NOMOD		1		40		
UFE	DBF_STRING			GUI_SUB	"Input Structure E"	SPC_NOMOD		1		40		
UFF	DBF_STRING			GUI_SUB	"Input Structure F"	SPC_NOMOD		1		40		
UFG	DBF_STRING			GUI_SUB	"Input Structure G"	SPC_NOMOD		1		40		
UFH	DBF_STRING			GUI_SUB	"Input Structure H"	SPC_NOMOD		1		40		
UFI	DBF_STRING			GUI_SUB	"Input Structure I"	SPC_NOMOD		1		40		
UFJ	DBF_STRING			GUI_SUB	"Input Structure J"	SPC_NOMOD		1		40		
UFK	DBF_STRING			GUI_SUB	"Input Structure K"	SPC_NOMOD		1		40		
UFL	DBF_STRING			GUI_SUB	"Input Structure L"	SPC_NOMOD		1		40		
UFM	DBF_STRING			GUI_SUB	"Input Structure M"	SPC_NOMOD		1		40		
UFN	DBF_STRING			GUI_SUB	"Input Structure N"	SPC_NOMOD		1		40		
UFO	DBF_STRING			GUI_SUB	"Input Structure O"	SPC_NOMOD		1		40		
UFP	DBF_STRING			GUI_SUB	"Input Structure P"	SPC_NOMOD		1		40		
UFQ	DBF_STRING			GUI_SUB	"Input Structure Q"	SPC_NOMOD		1		40		
UFR	DBF_STRING			GUI_SUB	"Input Structure R"	SPC_NOMOD		1		40		
UFS	DBF_STRING			GUI_SUB	"Input Structure S"	SPC_NOMOD		1		40		
UFT	DBF_STRING			GUI_SUB	"Input Structure T"	SPC_NOMOD		1		40		
UFU	DBF_STRING			GUI_SUB	"Input Structure U"	SPC_NOMOD		1		40		
UFVA	DBF_STRING			GUI_SUB	"Output Structure A"	SPC_NOMOD		1		40		
UFVB	DBF_STRING			GUI_SUB	"Output Structure B"	SPC_NOMOD		1		40		
UFVC	DBF_STRING			GUI_SUB	"Output Structure C"	SPC_NOMOD		1		40		
UFVD	DBF_STRING			GUI_SUB	"Output Structure D"	SPC_NOMOD		1		40		
UFVE	DBF_STRING			GUI_SUB	"Output Structure E"	SPC_NOMOD		1		40		
UFVF	DBF_STRING			GUI_SUB	"Output Structure F"	SPC_NOMOD		1		40		
UFVG	DBF_STRING			GUI_SUB	"Output Structure G"	SPC_NOMOD		1		40		
UFVH	DBF_STRING			GUI_SUB	"Output Structure H"	SPC_NOMOD		1		40		
UFVI	DBF_STRING			GUI_SUB	"Output Structure I"	SPC_NOMOD		1		40		
UFVJ	DBF_STRING			GUI_SUB	"Output Structure J"	SPC_NOMOD		1		40		
UFVK	DBF_STRING			GUI_SUB	"Output Structure K"	SPC_NOMOD		1		40		
UFVL	DBF_STRING			GUI_SUB	"Output Structure L"	SPC_NOMOD		1		40		
UFVM	DBF_STRING			GUI_SUB	"Output Structure M"	SPC_NOMOD		1		40		
UFVN	DBF_STRING			GUI_SUB	"Output Structure N"	SPC_NOMOD		1		40		
UFVO	DBF_STRING			GUI_SUB	"Output Structure O"	SPC_NOMOD		1		40		
UFVP	DBF_STRING			GUI_SUB	"Output Structure P"	SPC_NOMOD		1		40		
UFVQ	DBF_STRING			GUI_SUB	"Output Structure Q"	SPC_NOMOD		1		40		
UFVR	DBF_STRING			GUI_SUB	"Output Structure R"	SPC_NOMOD		1		40		
UFVS	DBF_STRING			GUI_SUB	"Output Structure S"	SPC_NOMOD		1		40		
UFVT	DBF_STRING			GUI_SUB	"Output Structure T"	SPC_NOMOD		1		40		
UFVU	DBF_STRING			GUI_SUB	"Output Structure U"	SPC_NOMOD		1		40		
VAL	DBF_LONG	ASL0			"Subr. return value"							
VALA	DBF_NOACCESS	ASL0			"Value of Output A"	SPC_DBADDR		1			"void *vala"	
VALB	DBF_NOACCESS	ASL0			"Value of Output B"	SPC_DBADDR		1			"void *valb"	
VALC	DBF_NOACCESS	ASL0			"Value of Output C"	SPC_DBADDR		1			"void *valc"	
VALD	DBF_NOACCESS	ASL0			"Value of Output D"	SPC_DBADDR		1			"void *vald"	
VALE	DBF_NOACCESS	ASL0			"Value of Output E"	SPC_DBADDR		1			"void *vale"	
VALF	DBF_NOACCESS	ASL0			"Value of Output F"	SPC_DBADDR		1			"void *valf"	
VALG	DBF_NOACCESS	ASL0			"Value of Output G"	SPC_DBADDR		1			"void *valg"	
VALH	DBF_NOACCESS	ASL0			"Value of Output H"	SPC_DBADDR		1			"void *valh"	
VALI	DBF_NOACCESS	ASL0			"Value of Output I"	SPC_DBADDR		1			"void *vali"	
VALJ	DBF_NOACCESS	ASL0			"Value of Output J"	SPC_DBADDR		1			"void *valj"	
VALK	DBF_NOACCESS	ASL0			"Value of Output K"	SPC_DBADDR		1			"void *valk"	
VALL	DBF_NOACCESS	ASL0			"Value of Output L"	SPC_DBADDR		1			"void *vall"	
VALM	DBF_NOACCESS	ASL0			"Value of Output M"	SPC_DBADDR		1			"void *valm"	
