field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
SDEF	DBF_SHORT				"States Defined"	SPC_NOMOD		3				
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SHFT	DBF_USHORT			GUI_MBB	"Shift"			1				
SIML	DBF_INLINK			GUI_MBB	"Sim Mode Location"			1				
SIMM	DBF_MENU				"Simulation Mode"			1				menuSimm
SIMS	DBF_MENU			GUI_MBB	"Sim mode Alarm Svrty"			2				menuAlarmSevr
SIOL	DBF_INLINK			GUI_MBB	"Sim Input Specifctn"			1				
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SVAL	DBF_ULONG				"Simulation Value"							
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_USHORT	ASL0		GUI_INPUTS	"Current Value"		TRUE					
