field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
LOCK	DBF_MENU		"NO"	GUI_COMMON	"Soft Channel Position Lock"			1				menuYesNo
LOLO	DBF_DOUBLE			GUI_COMMON	"Lolo Alarm Limit (EGU)"		TRUE	2				
LOPR	DBF_DOUBLE			GUI_COMMON	"Low Operating Range"			1				
LOW	DBF_DOUBLE			GUI_COMMON	"Low Alarm Limit (EGU)"		TRUE	2				
LRLV	DBF_DOUBLE				"Last Rel Value (EGU)"	SPC_NOMOD		1				
LRVL	DBF_LONG				"Last Raw Des Val (steps"	SPC_NOMOD		1				
LSET	DBF_NOACCESS				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
LSPG	DBF_MENU		"3"		"Last SPMG"	SPC_NOMOD		1				motorSPMG
LSV	DBF_MENU			GUI_COMMON	"Low Severity"		TRUE	2				menuAlarmSevr
LVAL	DBF_DOUBLE				"Last User Des Val (EGU)"	SPC_NOMOD		1				
LVIO	DBF_SHORT		"1"		"Limit violation"	SPC_NOMOD						
MDEL	DBF_DOUBLE			GUI_COMMON	"Monitor Deadband"			1				
MIP	DBF_USHORT				"Motion In Progress"	SPC_NOMOD		3				
MISS	DBF_SHORT				"Ran out of retries"	SPC_NOMOD		2				
MLIS	DBF_NOACCESS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK	DBF_NOACCESS				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MLST	DBF_DOUBLE				"Last Val Monitored"	SPC_NOMOD		3				
MMAP	DBF_ULONG				"Monitor Mask"	SPC_NOMOD		3				
MOVN	DBF_SHORT				"Motor is moving"	SPC_NOMOD						
MRES	DBF_DOUBLE			GUI_COMMON	"Motor Step Size (EGU)"	SPC_MOD	TRUE	1				
MSTA	DBF_ULONG				"Motor Status"	SPC_NOMOD		3				
NAME	DBF_STRING				"Record Name"	SPC_NOMOD				61		
NMAP	DBF_ULONG				"Monitor Mask (more)"	SPC_NOMOD		3				
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
NTM	DBF_MENU		"YES"	GUI_COMMON	"New Target Monitor"			1				menuYesNo
NTMF	DBF_USHORT		"2"	GUI_COMMON	"NTM Deadband Factor"	SPC_MOD		1				
OFF	DBF_DOUBLE	ASL0			"User Offset (EGU)"	SPC_MOD	TRUE					
OMSL	DBF_MENU			GUI_COMMON	"Output Mode Select"			1				menuOmsl
OUT	DBF_OUTLINK			GUI_COMMON	"Output Specification"	SPC_MOD		1				
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PCOF	DBF_DOUBLE		"0"	GUI_COMMON	"Proportional Gain"	SPC_MOD		1				
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
POST	DBF_STRING			GUI_COMMON	"Post-move commands"			1		40		
PP	DBF_SHORT		"0"		"Post process command"	SPC_NOMOD		2				
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC	DBF_SHORT			GUI_COMMON	"Display Precision"			1				
PREM	DBF_STRING			GUI_COMMON	"Pre-move commands"			1		40		
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
RBV	DBF_DOUBLE				"User Readback Value"	SPC_NOMOD						
RCNT	DBF_SHORT				"Retry count"	SPC_NOMOD		2				
RDBD	DBF_DOUBLE			GUI_COMMON	"Retry Deadband (EGU)"	SPC_MOD		1				
RDBL	DBF_INLINK			GUI_COMMON	"Readback Location"	SPC_MOD		1				
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RDIF	DBF_LONG				"Difference rval-rrbv"	SPC_NOMOD						
REP	DBF_LONG				"Raw Encoder Position"	SPC_NOMOD						
RHLS	DBF_SHORT				"Raw High Limit Switch"	SPC_NOMOD						
RINP	DBF_INLINK			GUI_COMMON	"RMP Input Link"	SPC_MOD		1				
RLLS	DBF_SHORT				"Raw Low Limit Switch"	SPC_NOMOD						
RLNK	DBF_OUTLINK			GUI_COMMON	"Readback OutLink"	SPC_MOD		1				
RLV	DBF_DOUBLE	ASL0			"Relative Value (EGU)"	SPC_MOD	TRUE					
RMOD	DBF_MENU		"Default"	GUI_COMMON	"Retry Mode"			1				motorRMOD
RMP	DBF_LONG				"Raw Motor Position"	SPC_NOMOD						
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RRBV	DBF_LONG				"Raw Readback Value"	SPC_NOMOD						
RRES	DBF_DOUBLE			GUI_COMMON	"Readback Step Size (EGU"			1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
RTRY	DBF_SHORT		"10"	GUI_COMMON	"Max retry count"			1				
RVAL	DBF_LONG	ASL0			"Raw Desired Value (step"	SPC_MOD	TRUE					
RVEL	DBF_LONG			GUI_COMMON	"Raw Velocity"	SPC_NOMOD		1				
S	DBF_DOUBLE			GUI_COMMON	"Speed (revolutions/sec)"	SPC_MOD		1				
SBAK	DBF_DOUBLE			GUI_COMMON	"BL Speed (RPS)"	SPC_MOD		1				
SBAS	DBF_DOUBLE			GUI_COMMON	"Base Speed (RPS)"	SPC_MOD		1				
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SET	DBF_MENU	ASL0			"Set/Use Switch"			1				motorSET
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SMAX	DBF_DOUBLE			GUI_COMMON	"Max. Speed (RPS)"	SPC_MOD		1				
SPMG	DBF_MENU	ASL0	"3"		"Stop/Pause/Move/Go"		TRUE	1				motorSPMG
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
SREV	DBF_LONG		"200"	GUI_COMMON	"Steps per Revolution"	SPC_MOD	TRUE	1				
SSET	DBF_SHORT	ASL0			"Set SET Mode"	SPC_MOD		1				
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
STOO	DBF_OUTLINK			GUI_COMMON	"STOP OutLink"	SPC_MOD		1				
STOP	DBF_SHORT	ASL0			"Stop"		TRUE	1				
STUP	DBF_MENU	ASL0	"OFF"	GUI_COMMON	"Status Update"	SPC_MOD	TRUE	3				motorSTUP
SUSE	DBF_SHORT	ASL0			"Set USE Mode"	SPC_MOD		1				
SYNC	DBF_SHORT				"Sync position"		TRUE	1				
TDIR	DBF_SHORT				"Direction of Travel"	SPC_NOMOD						
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
TWF	DBF_SHORT	ASL0			"Tweak motor Forward"	SPC_MOD	TRUE	1				
TWR	DBF_SHORT	ASL0			"Tweak motor Reverse"	SPC_MOD	TRUE	1				
TWV	DBF_DOUBLE	ASL0		GUI_COMMON	"Tweak Step Size (EGU)"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
UEIP	DBF_MENU			GUI_COMMON	"Use Encoder If Present"	SPC_MOD	TRUE	1				motorUEIP
UREV	DBF_DOUBLE			GUI_COMMON	"EGU's per Revolution"	SPC_MOD	TRUE	1				
URIP	DBF_MENU			GUI_COMMON	"Use RDBL Link If Presen"		TRUE	1				motorUEIP
VAL	DBF_DOUBLE	ASL0			"User Desired Value (EGU"	SPC_MOD	TRUE					
VBAS	DBF_DOUBLE			GUI_COMMON	"Base Velocity (EGU/s)"	SPC_MOD		1				
VELO	DBF_DOUBLE			GUI_COMMON	"Velocity (EGU/s)"	SPC_MOD		1				
VERS	DBF_FLOAT		"1"		"Code Version"	SPC_NOMOD						
VMAX	DBF_DOUBLE			GUI_COMMON	"Max. Velocity (EGU/s)"	SPC_MOD		1				
VOF	DBF_SHORT	ASL0			"Variable Offset"	SPC_MOD		1				
