field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
NEVA	DBF_ULONG		"1"		"Num. elements in VALA"	SPC_NOMOD		3				
NEVB	DBF_ULONG		"1"		"Num. elements in VALB"	SPC_NOMOD		3				
NEVC	DBF_ULONG		"1"		"Num. elements in VALC"	SPC_NOMOD		3				
NEVD	DBF_ULONG		"1"		"Num. elements in VALD"	SPC_NOMOD		3				
NEVE	DBF_ULONG		"1"		"Num. elements in VALE"	SPC_NOMOD		3				
NEVF	DBF_ULONG		"1"		"Num. elements in VALF"	SPC_NOMOD		3				
NEVG	DBF_ULONG		"1"		"Num. elements in VALG"	SPC_NOMOD		3				
NEVH	DBF_ULONG		"1"		"Num. elements in VAlH"	SPC_NOMOD		3				
NEVI	DBF_ULONG		"1"		"Num. elements in VALI"	SPC_NOMOD		3				
NEVJ	DBF_ULONG		"1"		"Num. elements in VALJ"	SPC_NOMOD		3				
NEVK	DBF_ULONG		"1"		"Num. elements in VALK"	SPC_NOMOD		3				
NEVL	DBF_ULONG		"1"		"Num. elements in VALL"	SPC_NOMOD		3				
NEVM	DBF_ULONG		"1"		"Num. elements in VALM"	SPC_NOMOD		3				
NEVN	DBF_ULONG		"1"		"Num. elements in VALN"	SPC_NOMOD		3				
NEVO	DBF_ULONG		"1"		"Num. elements in VALO"	SPC_NOMOD		3				
NEVP	DBF_ULONG		"1"		"Num. elements in VALP"	SPC_NOMOD		3				
NEVQ	DBF_ULONG		"1"		"Num. elements in VALQ"	SPC_NOMOD		3				
NEVR	DBF_ULONG		"1"		"Num. elements in VALR"	SPC_NOMOD		3				
NEVS	DBF_ULONG		"1"		"Num. elements in VALS"	SPC_NOMOD		3				
NEVT	DBF_ULONG		"1"		"Num. elements in VALT"	SPC_NOMOD		3				
NEVU	DBF_ULONG		"1"		"Num. elements in VALU"	SPC_NOMOD		3				
NOA	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in A"	SPC_NOMOD		1				
NOB	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in B"	SPC_NOMOD		1				
NOC	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in C"	SPC_NOMOD		1				
NOD	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in D"	SPC_NOMOD		1				
NOE	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in E"	SPC_NOMOD		1				
NOF	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in F"	SPC_NOMOD		1				
NOG	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in G"	SPC_NOMOD		1				
NOH	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in H"	SPC_NOMOD		1				
NOI	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in I"	SPC_NOMOD		1				
NOJ	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in J"	SPC_NOMOD		1				
NOK	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in K"	SPC_NOMOD		1				
NOL	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in L"	SPC_NOMOD		1				
NOM	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in M"	SPC_NOMOD		1				
NON	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in N"	SPC_NOMOD		1				
NOO	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in O"	SPC_NOMOD		1				
NOP	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in P"	SPC_NOMOD		1				
NOQ	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in Q"	SPC_NOMOD		1				
NOR	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in R"	SPC_NOMOD		1				
NOS	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in S"	SPC_NOMOD		1				
NOT	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in T"	SPC_NOMOD		1				
NOU	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in U"	SPC_NOMOD		1				
NOVA	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALA"	SPC_NOMOD		1				
NOVB	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALB"	SPC_NOMOD		1				
NOVC	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALC"	SPC_NOMOD		1				
NOVD	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALD"	SPC_NOMOD		1				
NOVE	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALE"	SPC_NOMOD		1				
NOVF	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALF"	SPC_NOMOD		1				
NOVG	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALG"	SPC_NOMOD		1				
NOVH	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VAlH"	SPC_NOMOD		1				
NOVI	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALI"	SPC_NOMOD		1				
NOVJ	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALJ"	SPC_NOMOD		1				
NOVK	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALK"	SPC_NOMOD		1				
NOVL	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALL"	SPC_NOMOD		1				
NOVM	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALM"	SPC_NOMOD		1				
NOVN	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALN"	SPC_NOMOD		1				
NOVO	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALO"	SPC_NOMOD		1				
NOVP	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALP"	SPC_NOMOD		1				
NOVQ	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALQ"	SPC_NOMOD		1				
NOVR	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALR"	SPC_NOMOD		1				
NOVS	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALS"	SPC_NOMOD		1				
NOVT	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALT"	SPC_NOMOD		1				
NOVU	DBF_ULONG		"1"	GUI_WAVE	"Max. elements in VALU"	SPC_NOMOD		1				
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
O	DBF_NOACCESS	ASL0			"Input value O"	SPC_DBADDR		2			"void *o"	
ONAM	DBF_STRING			GUI_SUB	"Old Subr. Name"	SPC_NOMOD		3		41		
ONVA	DBF_ULONG		"1"		"Num. elements in OVLA"	SPC_NOMOD		4				
ONVB	DBF_ULONG		"1"		"Num. elements in OVLB"	SPC_NOMOD		4				
ONVC	DBF_ULONG		"1"		"Num. elements in OVLC"	SPC_NOMOD		4				
ONVD	DBF_ULONG		"1"		"Num. elements in OVLD"	SPC_NOMOD		4				
ONVE	DBF_ULONG		"1"		"Num. elements in OVLE"	SPC_NOMOD		4				
ONVF	DBF_ULONG		"1"		"Num. elements in OVLF"	SPC_NOMOD		4				
ONVG	DBF_ULONG		"1"		"Num. elements in OVLG"	SPC_NOMOD		4				
ONVH	DBF_ULONG		"1"		"Num. elements in VAlH"	SPC_NOMOD		4				
ONVI	DBF_ULONG		"1"		"Num. elements in OVLI"	SPC_NOMOD		4				
ONVJ	DBF_ULONG		"1"		"Num. elements in OVLJ"	SPC_NOMOD		4				
ONVK	DBF_ULONG		"1"		"Num. elements in OVLK"	SPC_NOMOD		4				
ONVL	DBF_ULONG		"1"		"Num. elements in OVLL"	SPC_NOMOD		4				
ONVM	DBF_ULONG		"1"		"Num. elements in OVLM"	SPC_NOMOD		4				
ONVN	DBF_ULONG		"1"		"Num. elements in OVLN"	SPC_NOMOD		4				
ONVO	DBF_ULONG		"1"		"Num. elements in OVLO"	SPC_NOMOD		4				
ONVP	DBF_ULONG		"1"		"Num. elements in OVLP"	SPC_NOMOD		4				
ONVQ	DBF_ULONG		"1"		"Num. elements in OVLQ"	SPC_NOMOD		4				
ONVR	DBF_ULONG		"1"		"Num. elements in OVLR"	SPC_NOMOD		4				
ONVS	DBF_ULONG		"1"		"Num. elements in OVLS"	SPC_NOMOD		4				
ONVT	DBF_ULONG		"1"		"Num. elements in OVLT"	SPC_NOMOD		4				
ONVU	DBF_ULONG		"1"		"Num. elements in OVLU"	SPC_NOMOD		4				
OUTA	DBF_OUTLINK			GUI_OUTPUT	"Output Link A"			1				
OUTB	DBF_OUTLINK			GUI_OUTPUT	"Output Link B"			1				
OUTC	DBF_OUTLINK			GUI_OUTPUT	"Output Link C"			1				
OUTD	DBF_OUTLINK			GUI_OUTPUT	"Output Link D"			1				
OUTE	DBF_OUTLINK			GUI_OUTPUT	"Output Link E"			1				
OUTF	DBF_OUTLINK			GUI_OUTPUT	"Output Link F"			1				
OUTG	DBF_OUTLINK			GUI_OUTPUT	"Output Link G"			1				
OUTH	DBF_OUTLINK			GUI_OUTPUT	"Output Link H"			1				
OUTI	DBF_OUTLINK			GUI_OUTPUT	"Output Link I"			1				
OUTJ	DBF_OUTLINK			GUI_OUTPUT	"Output Link J"			1				
OUTK	DBF_OUTLINK			GUI_OUTPUT	"Output Link K"			1				
OUTL	DBF_OUTLINK			GUI_OUTPUT	"Output Link L"			1				
OUTM	DBF_OUTLINK			GUI_OUTPUT	"Output Link M"			1				
OUTN	DBF_OUTLINK			GUI_OUTPUT	"Output Link N"			1				
OUTO	DBF_OUTLINK			GUI_OUTPUT	"Output Link O"			1				
OUTP	DBF_OUTLINK			GUI_OUTPUT	"Output Link P"			1				
OUTQ	DBF_OUTLINK			GUI_OUTPUT	"Output Link Q"			1				
OUTR	DBF_OUTLINK			GUI_OUTPUT	"Output Link R"			1				
OUTS	DBF_OUTLINK			GUI_OUTPUT	"Output Link S"			1				
OUTT	DBF_OUTLINK			GUI_OUTPUT	"Output Link T"			1				
OUTU	DBF_OUTLINK			GUI_OUTPUT	"Output Link U"			1				
OVAL	DBF_LONG				"Old return value"	SPC_NOMOD		3				
OVLA	DBF_NOACCESS	ASL0			"Old Output A"	SPC_NOMOD		4			"void *ovla"	
OVLB	DBF_NOACCESS	ASL0			"Old Output B"	SPC_NOMOD		4			"void *ovlb"	
OVLC	DBF_NOACCESS	ASL0			"Old Output C"	SPC_NOMOD		4			"void *ovlc"	
OVLD	DBF_NOACCESS	ASL0			"Old Output D"	SPC_NOMOD		4			"void *ovld"	
OVLE	DBF_NOACCESS	ASL0			"Old Output E"	SPC_NOMOD		4			"void *ovle"	
OVLF	DBF_NOACCESS	ASL0			"Old Output F"	SPC_NOMOD		4			"void *ovlf"	
OVLG	DBF_NOACCESS	ASL0			"Old Output G"	SPC_NOMOD		4			"void *ovlg"	
OVLH	DBF_NOACCESS	ASL0			"Old Output H"	SPC_NOMOD		4			"void *ovlh"	
OVLI	DBF_NOACCESS	ASL0			"Old Output I"	SPC_NOMOD		4			"void *ovli"	
OVLJ	DBF_NOACCESS	ASL0			"Old Output J"	SPC_NOMOD		4			"void *ovlj"	
OVLK	DBF_NOACCESS	ASL0			"Old Output K"	SPC_NOMOD		4			"void *ovlk"	
OVLL	DBF_NOACCESS	ASL0			"Old Output L"	SPC_NOMOD		4			"void *ovll"	
OVLM	DBF_NOACCESS	ASL0			"Old Output M"	SPC_NOMOD		4			"void *ovlm"	
OVLN	DBF_NOACCESS	ASL0			"Old Output N"	SPC_NOMOD		4			"void *ovln"	
OVLO	DBF_NOACCESS	ASL0			"Old Output O"	SPC_NOMOD		4			"void *ovlo"	
OVLP	DBF_NOACCESS	ASL0			"Old Output P"	SPC_NOMOD		4			"void *ovlp"	
OVLQ	DBF_NOACCESS	ASL0			"Old Output Q"	SPC_NOMOD		4			"void *ovlq"	
OVLR	DBF_NOACCESS	ASL0			"Old Output R"	SPC_NOMOD		4			"void *ovlr"	
OVLS	DBF_NOACCESS	ASL0			"Old Output S"	SPC_NOMOD		4			"void *ovls"	
OVLT	DBF_NOACCESS	ASL0			"Old Output T"	SPC_NOMOD		4			"void *ovlt"	
OVLU	DBF_NOACCESS	ASL0			"Old Output U"	SPC_NOMOD		4			"void *ovlu"	
P	DBF_NOACCESS	ASL0			"Input value P"	SPC_DBADDR		2			"void *p"	
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC	DBF_SHORT			GUI_DISPLAY	"Display Precision"			1				
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
Q	DBF_NOACCESS	ASL0			"Input value Q"	SPC_DBADDR		2			"void *q"	
R	DBF_NOACCESS	ASL0			"Input value R"	SPC_DBADDR		2			"void *r"	
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
S	DBF_NOACCESS	ASL0			"Input value S"	SPC_DBADDR		2			"void *s"	
SADR	DBF_NOACCESS				"Subroutine Address"	SPC_NOMOD		2			"long (*sadr)(struct aSubRecord *)"	
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SNAM	DBF_STRING			GUI_SUB	"Process Subr. Name"	SPC_MOD		1		41		
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SUBL	DBF_INLINK			GUI_SUB	"Subroutine Name Link"	SPC_NOMOD		1				
T	DBF_NOACCESS	ASL0			"Input value T"	SPC_DBADDR		2			"void *t"	
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
U	DBF_NOACCESS	ASL0			"Input value U"	SPC_DBADDR		2			"void *u"	
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_LONG	ASL0			"Subr. return value"							
VALA	DBF_NOACCESS	ASL0			"Output value A"	SPC_DBADDR		2			"void *vala"	
VALB	DBF_NOACCESS	ASL0			"Output value B"	SPC_DBADDR		2			"void *valb"	
VALC	DBF_NOACCESS	ASL0			"Output value C"	SPC_DBADDR		2			"void *valc"	
VALD	DBF_NOACCESS	ASL0			"Output value D"	SPC_DBADDR		2			"void *vald"	
VALE	DBF_NOACCESS	ASL0			"Output value E"	SPC_DBADDR		2			"void *vale"	
VALF	DBF_NOACCESS	ASL0			"Output value F"	SPC_DBADDR		2			"void *valf"	
VALG	DBF_NOACCESS	ASL0			"Output value G"	SPC_DBADDR		2			"void *valg"	
VALH	DBF_NOACCESS	ASL0			"Output value H"	SPC_DBADDR		2			"void *valh"	
VALI	DBF_NOACCESS	ASL0			"Output value I"	SPC_DBADDR		2			"void *vali"	
VALJ	DBF_NOACCESS	ASL0			"Output value J"	SPC_DBADDR		2			"void *valj"	
VALK	DBF_NOACCESS	ASL0			"Output value K"	SPC_DBADDR		2			"void *valk"	
VALL	DBF_NOACCESS	ASL0			"Output value L"	SPC_DBADDR		2			"void *vall"	
VALM	DBF_NOACCESS	ASL0			"Output value M"	SPC_DBADDR		2			"void *valm"	
VALN	DBF_NOACCESS	ASL0			"Output value N"	SPC_DBADDR		2			"void *valn"	
VALO	DBF_NOACCESS	ASL0			"Output value O"	SPC_DBADDR		2			"void *valo"	
