field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
OMSL	DBF_MENU			GUI_MBB	"Output Mode Select"			1				menuOmsl
ONST	DBF_STRING			GUI_BITS1	"One String"	SPC_MOD	TRUE	1		26		
ONSV	DBF_MENU			GUI_BITS1	"State One Severity"		TRUE	1				menuAlarmSevr
ONVL	DBF_ULONG			GUI_BITS1	"One Value"	SPC_MOD	TRUE	1	HEX			
ORAW	DBF_ULONG				"Prev Raw Value"	SPC_NOMOD		3				
ORBV	DBF_ULONG				"Prev Readback Value"	SPC_NOMOD		3				
OUT	DBF_OUTLINK			GUI_MBB	"Output Specification"			1				
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
RBV	DBF_ULONG				"Readback Value"	SPC_NOMOD						
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
RVAL	DBF_ULONG				"Raw Value"		TRUE					
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDEF	DBF_SHORT				"States Defined"	SPC_NOMOD		3				
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SHFT	DBF_USHORT			GUI_MBB	"Shift"			1				
SIML	DBF_INLINK			GUI_MBB	"Sim Mode Location"			1				
SIMM	DBF_MENU				"Simulation Mode"			1				menuYesNo
SIMS	DBF_MENU			GUI_MBB	"Sim mode Alarm Svrty"			2				menuAlarmSevr
SIOL	DBF_OUTLINK			GUI_MBB	"Sim Output Specifctn"			1				
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SVST	DBF_STRING			GUI_BITS1	"Seven String"	SPC_MOD	TRUE	1		26		
SVSV	DBF_MENU			GUI_BITS1	"State Seven Severity"		TRUE	1				menuAlarmSevr
SVVL	DBF_ULONG			GUI_BITS1	"Seven Value"	SPC_MOD	TRUE	1	HEX			
SXST	DBF_STRING			GUI_BITS1	"Six String"	SPC_MOD	TRUE	1		26		
SXSV	DBF_MENU			GUI_BITS1	"State Six Severity"		TRUE	1				menuAlarmSevr
SXVL	DBF_ULONG			GUI_BITS1	"Six Value"	SPC_MOD	TRUE	1	HEX			
TEST	DBF_STRING			GUI_BITS2	"Ten String"	SPC_MOD	TRUE	1		26		
TESV	DBF_MENU			GUI_BITS2	"State Ten Severity"		TRUE	1				menuAlarmSevr
TEVL	DBF_ULONG			GUI_BITS2	"Ten Value"	SPC_MOD	TRUE	1	HEX			
THST	DBF_STRING			GUI_BITS1	"Three String"	SPC_MOD	TRUE	1		26		
THSV	DBF_MENU			GUI_BITS1	"State Three Severity"		TRUE	1				menuAlarmSevr
THVL	DBF_ULONG			GUI_BITS1	"Three Value"	SPC_MOD	TRUE	1	HEX			
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
TTST	DBF_STRING			GUI_BITS2	"Thirteen String"	SPC_MOD	TRUE	1		26		
TTSV	DBF_MENU			GUI_BITS2	"State Thirteen Sevr"		TRUE	1				menuAlarmSevr
TTVL	DBF_ULONG			GUI_BITS2	"Thirteen Value"	SPC_MOD	TRUE	1	HEX			
TVST	DBF_STRING			GUI_BITS2	"Twelve String"	SPC_MOD	TRUE	1		26		
TVSV	DBF_MENU			GUI_BITS2	"State Twelve Severity"		TRUE	1				menuAlarmSevr
TVVL	DBF_ULONG			GUI_BITS2	"Twelve Value"	SPC_MOD	TRUE	1	HEX			
TWST	DBF_STRING			GUI_BITS1	"Two String"	SPC_MOD	TRUE	1		26		
TWSV	DBF_MENU			GUI_BITS1	"State Two Severity"		TRUE	1				menuAlarmSevr
TWVL	DBF_ULONG			GUI_BITS1	"Two Value"	SPC_MOD	TRUE	1	HEX			
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
UNSV	DBF_MENU			GUI_MBB	"Unknown State Sevr"		TRUE	1				menuAlarmSevr
VAL	DBF_ENUM	ASL0		GUI_OUTPUT	"Desired Value"	SPC_DBADDR	TRUE					
ZRST	DBF_STRING			GUI_BITS1	"Zero String"	SPC_MOD	TRUE	1		26		
ZRSV	DBF_MENU			GUI_BITS1	"State Zero Severity"		TRUE	1				menuAlarmSevr
ZRVL	DBF_ULONG			GUI_BITS1	"Zero Value"	SPC_MOD	TRUE	1	HEX			
