field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
D03DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d03da"	
D03EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D03HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D03LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D03LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D03NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D03NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D03PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D03PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D04CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d04ca"	
D04CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D04DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d04da"	
D04EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D04HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D04LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D04LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D04NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D04NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D04PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D04PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D05CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d05ca"	
D05CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D05DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d05da"	
D05EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D05HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D05LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D05LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D05NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D05NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D05PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D05PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D06CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d06ca"	
D06CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D06DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d06da"	
D06EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D06HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D06LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D06LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D06NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D06NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D06PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D06PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D07CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d07ca"	
D07CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D07DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d07da"	
D07EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D07HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D07LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D07LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D07NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D07NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D07PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D07PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D08CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d08ca"	
D08CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D08DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d08da"	
D08EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D08HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D08LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D08LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D08NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D08NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D08PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D08PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D09CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d09ca"	
D09CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D09DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d09da"	
D09EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D09HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D09LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D09LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D09NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D09NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D09PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D09PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D10CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d10ca"	
D10CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D10DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d10da"	
D10EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D10HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D10LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D10LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D10NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D10NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D10PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D10PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D11CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d11ca"	
D11CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D11DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d11da"	
D11EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D11HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D11LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D11LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D11NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D11NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D11PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D11PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D12CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d12ca"	
D12CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D12DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d12da"	
D12EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D12HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D12LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D12LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D12NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D12NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D12PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D12PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D13CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d13ca"	
D13CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D13DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d13da"	
D13EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D13HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D13LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D13LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D13NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D13NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D13PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D13PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D14CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d14ca"	
D14CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D14DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d14da"	
D14EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D14HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D14LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D14LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D14NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D14NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D14PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D14PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D15CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d15ca"	
D15CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D15DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d15da"	
D15EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D15HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D15LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D15LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D15NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D15NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D15PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D15PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D16CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d16ca"	
D16CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D16DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d16da"	
D16EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D16HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D16LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D16LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D16NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D16NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D16PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D16PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D17CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d17ca"	
D17CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D17DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d17da"	
D17EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D17HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D17LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D17LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D17NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D17NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D17PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D17PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D18CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d18ca"	
D18CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D18DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d18da"	
D18EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D18HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D18LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D18LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D18NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D18NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D18PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D18PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D19CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d19ca"	
D19CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D19DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d19da"	
D19EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D19HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D19LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D19LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D19NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D19NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D19PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D19PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D20CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d20ca"	
D20CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D20DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d20da"	
D20EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D20HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D20LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D20LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D20NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D20NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D20PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D20PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D21CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d21ca"	
D21CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D21DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d21da"	
D21EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D21HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D21LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D21LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D21NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D21NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D21PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D21PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D22CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d22ca"	
D22CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D22DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d22da"	
D22EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D22HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D22LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D22LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D22NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D22NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D22PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D22PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D23CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d23ca"	
D23CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D23DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d23da"	
D23EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D23HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D23LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D23LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D23NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D23NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D23PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D23PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D24CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d24ca"	
D24CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D24DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d24da"	
D24EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D24HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D24LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D24LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D24NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D24NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D24PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D24PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D25CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d25ca"	
D25CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D25DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d25da"	
D25EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D25HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D25LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D25LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D25NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D25NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D25PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D25PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D26CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d26ca"	
D26CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D26DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d26da"	
D26EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D26HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D26LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D26LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D26NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
