field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
MLIS	DBF_NOACCESS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK	DBF_NOACCESS				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
NAME	DBF_STRING				"Record Name"	SPC_NOMOD				61		
NAWT	DBF_LONG				"Number of bytes actually written"			1				
NORD	DBF_LONG				"Number of bytes read"	SPC_NOMOD		1				
NOWT	DBF_LONG		"80"	GUI_OUTPUT	"Number of bytes to write"			1				
NRRD	DBF_LONG			GUI_INPUTS	"Number of bytes to read"			1				
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
OCTETIV	DBF_LONG				"asynOctet is valid"			2				
OEOS	DBF_STRING			GUI_OUTPUT	"Output delimiter"	SPC_MOD		1		40		
OFMT	DBF_MENU			GUI_OUTPUT	"Output format"			1				asynFMT
OMAX	DBF_LONG		"80"	GUI_OUTPUT	"Max. size of output array"	SPC_NOMOD		1				
OPTIONIV	DBF_LONG				"asynOption is valid"			2				
OPTR	DBF_NOACCESS				"Output buffer pointer"	SPC_NOMOD		4			"void *optr"	
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PCNCT	DBF_MENU				"Port Connect/Disconnect"	SPC_MOD		2				asynCONNECT
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PORT	DBF_STRING		""	GUI_INPUTS	"asyn port"	SPC_MOD		1		40		
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PRTY	DBF_MENU			GUI_INPUTS	"Parity"	SPC_MOD		2				serialPRTY
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
REASON	DBF_LONG				"asynUser->reason"	SPC_MOD		2				
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SBIT	DBF_MENU			GUI_INPUTS	"Stop bits"	SPC_MOD		2				serialSBIT
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPR	DBF_UCHAR				"Serial poll response"	SPC_NOMOD		2				
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TB0	DBF_MENU			GUI_DISPLAY	"Trace error"	SPC_MOD		1				asynTRACE
TB1	DBF_MENU			GUI_DISPLAY	"Trace IO device"	SPC_MOD		1				asynTRACE
TB2	DBF_MENU			GUI_DISPLAY	"Trace IO filter"	SPC_MOD		1				asynTRACE
TB3	DBF_MENU			GUI_DISPLAY	"Trace IO driver"	SPC_MOD		1				asynTRACE
TB4	DBF_MENU			GUI_DISPLAY	"Trace flow"	SPC_MOD		1				asynTRACE
TB5	DBF_MENU			GUI_DISPLAY	"Trace warning"	SPC_MOD		1				asynTRACE
TFIL	DBF_STRING			GUI_DISPLAY	"Trace IO file"	SPC_MOD		1		40		
TIB0	DBF_MENU			GUI_DISPLAY	"Trace IO ASCII"	SPC_MOD		1				asynTRACE
TIB1	DBF_MENU			GUI_DISPLAY	"Trace IO escape"	SPC_MOD		1				asynTRACE
TIB2	DBF_MENU			GUI_DISPLAY	"Trace IO hex"	SPC_MOD		1				asynTRACE
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TINB0	DBF_MENU			GUI_DISPLAY	"Trace Info Time"	SPC_MOD		1				asynTRACE
TINB1	DBF_MENU			GUI_DISPLAY	"Trace Info Port"	SPC_MOD		1				asynTRACE
TINB2	DBF_MENU			GUI_DISPLAY	"Trace Info Source"	SPC_MOD		1				asynTRACE
TINB3	DBF_MENU			GUI_DISPLAY	"Trace Info Thread"	SPC_MOD		1				asynTRACE
TINM	DBF_LONG			GUI_DISPLAY	"Trace Info mask"	SPC_MOD		1				
TINP	DBF_STRING	ASL0			"Translated input string"	SPC_NOMOD		1		40		
TIOM	DBF_LONG			GUI_DISPLAY	"Trace I/O mask"	SPC_MOD		1				
TMOD	DBF_MENU			GUI_INPUTS	"Transaction mode"			1				asynTMOD
TMOT	DBF_DOUBLE		"1.0"	GUI_INPUTS	"Timeout (sec)"			1				
TMSK	DBF_LONG			GUI_DISPLAY	"Trace mask"	SPC_MOD		1				
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
TSIZ	DBF_LONG			GUI_DISPLAY	"Trace IO truncate size"	SPC_MOD		1				
UCMD	DBF_MENU			GUI_OUTPUT	"Universal command"		TRUE	2				gpibUCMD
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
UI32INP	DBF_ULONG				"asynUInt32Digital input"	SPC_NOMOD		2				
UI32IV	DBF_LONG				"asynUInt32Digital is valid"			2				
UI32MASK	DBF_ULONG		"0xffffffff"	GUI_OUTPUT	"asynUInt32Digital mask"	SPC_MOD		2				
UI32OUT	DBF_ULONG			GUI_OUTPUT	"asynUInt32Digital output"		TRUE	2				
VAL	DBF_LONG	ASL0			"Value field (unused)"			4				
